ÇØ¼ö¼öÁú±âÁØ,ÀúÃþ¼ö¿Â,ÀúÃþ¿°ºÐ,ÀúÃþDO,Ç¥ÃþDIN,Ç¥ÃþDIP,Ç¥ÃþChl-a,Ç¥ÃþÅõ¸íµµ,¼ö°Å·®,¼ö°Å·®2,Á¤È­¸éÀû,ÀÏº°Ã³¸®·®,½Ã¼³¿ë·®(Åæ/ÀÏ)(A),¹æ·ùBOD(mg/L)Æò±Õ,"Æò±Õ
Ã³¸®È¿À²
(%)",¹æ·ùCOD(mg/L)Æò±Õ,¹æ·ùSS(mg/L)Æò±Õ,¹æ·ùT-N(mg/L)Æò±Õ,¹æ·ùT-P(mg/L)Æò±Õ,¹æ·ù´ëÀå±Õ±º¼ö(°³/mL)Æò±Õ
1,13.3493,34.4271,8.596305316,88.942,8.153,0.366,7.5,1694.47619,225.2728571,377.9857143,4876.070015,7389.444444,2.317944921,0.949877231,8.737063913,2.425879742,6.661255342,0.161203981,218.3033112
1,13.2066,34.3457,8.512846041,139.02,15.252,0.396,5.5,3310.909091,225.2728571,377.9857143,30785.36301,43050,0.95,0.991402328,12,1.2,5.4195,0.133,86.5
1,12.7471,34.3007,8.813299431,137.018,12.524,0.0448,7,3310.909091,225.2728571,377.9857143,30785.36301,43050,0.95,0.991402328,12,1.2,5.4195,0.133,86.5
2,12.2701,34.1579,8.696456446,325.696,26.35,0.1048,2,3310.909091,225.2728571,377.9857143,30785.36301,43050,0.95,0.991402328,12,1.2,5.4195,0.133,86.5
3,10.8977,33.4922,8.262468217,420.476,31.155,0.1596,1.5,3310.909091,225.2728571,377.9857143,30785.36301,43050,0.95,0.991402328,12,1.2,5.4195,0.133,86.5
3,11.3889,33.6734,8.746532011,400.26,27.28,0.0916,1.8,3310.909091,225.2728571,377.9857143,30785.36301,43050,0.95,0.991402328,12,1.2,5.4195,0.133,86.5
3,10.8122,33.4175,8.396003056,412.104,29.636,0.2052,1.5,3310.909091,225.2728571,377.9857143,30785.36301,43050,0.95,0.991402328,12,1.2,5.4195,0.133,86.5
3,11.5071,33.8594,8.429386766,374.066,26.846,0.0538,2,3310.909091,225.2728571,377.9857143,30785.36301,43050,0.95,0.991402328,12,1.2,5.4195,0.133,86.5
3,11.3589,33.2473,8.045474102,426.048,26.877,0.1612,1.5,3310.909091,225.2728571,377.9857143,30785.36301,43050,0.95,0.991402328,12,1.2,5.4195,0.133,86.5
1,12.6037,34.2651,8.462770476,183.092,19.034,0.0458,3.5,3310.909091,225.2728571,377.9857143,30785.36301,43050,0.95,0.991402328,12,1.2,5.4195,0.133,86.5
1,12.487,34.2494,8.596305316,165.116,16.709,0.0374,3.5,3310.909091,225.2728571,377.9857143,30785.36301,43050,0.95,0.991402328,12,1.2,5.4195,0.133,86.5
2,11.9599,33.8925,8.596305316,294.266,25.389,0.278,2,3310.909091,225.2728571,377.9857143,30785.36301,43050,0.95,0.991402328,12,1.2,5.4195,0.133,86.5
1,12.403,34.2187,8.679764591,127.89,13.547,0.0444,3,3310.909091,225.2728571,377.9857143,30785.36301,43050,0.95,0.991402328,12,1.2,5.4195,0.133,86.5
2,11.8981,33.818,8.512846041,313.824,23.033,0.232,2.5,1694.47619,225.2728571,377.9857143,4876.070015,7389.444444,2.317944921,0.949877231,8.737063913,2.425879742,6.661255342,0.161203981,218.3033112
1,12.6929,34.289,8.829991286,134.638,15.252,0.0312,3.5,1694.47619,225.2728571,377.9857143,4876.070015,7389.444444,2.317944921,0.949877231,8.737063913,2.425879742,6.661255342,0.161203981,218.3033112
1,12.7057,34.2153,8.212392652,144.592,15.314,0.0784,8,1694.47619,225.2728571,377.9857143,4876.070015,7389.444444,2.317944921,0.949877231,8.737063913,2.425879742,6.661255342,0.161203981,218.3033112
2,11.2143,33.6222,8.529537896,305.438,23.436,0.1918,2.3,1694.47619,225.2728571,377.9857143,4876.070015,7389.444444,2.317944921,0.949877231,8.737063913,2.425879742,6.661255342,0.161203981,218.3033112
2,11.4673,33.5846,8.529537896,304.136,23.777,0.216,2,1694.47619,225.2728571,377.9857143,4876.070015,7389.444444,2.317944921,0.949877231,8.737063913,2.425879742,6.661255342,0.161203981,218.3033112
2,11.7001,33.7771,8.596305316,301.602,22.692,0.1326,2,1694.47619,225.2728571,377.9857143,4876.070015,7389.444444,2.317944921,0.949877231,8.737063913,2.425879742,6.661255342,0.161203981,218.3033112
1,12.2594,34.1392,8.663072736,222.446,20.057,0.0372,3,1694.47619,225.2728571,377.9857143,4876.070015,7389.444444,2.317944921,0.949877231,8.737063913,2.425879742,6.661255342,0.161203981,218.3033112
1,12.2735,34.1684,8.596305316,208.404,18.321,0.0376,4.2,1694.47619,225.2728571,377.9857143,4876.070015,7389.444444,2.317944921,0.949877231,8.737063913,2.425879742,6.661255342,0.161203981,218.3033112
2,12.3838,34.2032,8.429386766,192.458,19.716,0.0464,2,1694.47619,225.2728571,377.9857143,4876.070015,7389.444444,2.317944921,0.949877231,8.737063913,2.425879742,6.661255342,0.161203981,218.3033112
1,13.1069,34.4089,8.57013728,96.362,9.083,0.1218,4.2,1694.47619,225.2728571,377.9857143,269.8547945,1300,3.25,0.970379453,8.45,2.45,7.678,0.4825,58.4
1,12.9177,34.3688,8.548763139,90.076,9.455,0.1114,3.5,1694.47619,225.2728571,377.9857143,269.8547945,1300,3.25,0.970379453,8.45,2.45,7.678,0.4825,58.4
1,13.0749,34.4055,8.535580275,102.858,9.238,0.107,4,1694.47619,225.2728571,377.9857143,269.8547945,1300,3.25,0.970379453,8.45,2.45,7.678,0.4825,58.4
1,12.679,34.3583,9.088492358,84.686,9.393,0.234,3.3,1694.47619,225.2728571,377.9857143,269.8547945,1300,3.25,0.970379453,8.45,2.45,7.678,0.4825,58.4
1,13.0891,34.3824,8.639251291,164.654,14.57,0.0928,2.7,1730.392157,148.1,9,182.4173516,966.6666667,2.466666667,0.91207115,6.5,1.9,6.797,0.354333333,46.26666667
2,13.0286,34.3403,9.088492358,165.368,15.283,0.406,2.1,1730.392157,148.1,9,182.4173516,966.6666667,2.466666667,0.91207115,6.5,1.9,6.797,0.354333333,46.26666667
1,11.1449,33.9978,8.0345037,84.406,11.036,0.0784,2.7,1730.392157,148.1,9,182.4173516,966.6666667,2.466666667,0.91207115,6.5,1.9,6.797,0.354333333,46.26666667
1,11.706,34.205,8.756005882,96.32,13.33,0.0284,3.5,1730.392157,148.1,9,182.4173516,966.6666667,2.466666667,0.91207115,6.5,1.9,6.797,0.354333333,46.26666667
2,12.8005,34.2977,8.617844053,104.314,12.772,0.1568,1.9,1730.392157,148.1,9,182.4173516,966.6666667,2.466666667,0.91207115,6.5,1.9,6.797,0.354333333,46.26666667
1,12.5,34.2587,8.635114282,90.804,13.733,0.1028,2.3,1730.392157,148.1,9,182.4173516,966.6666667,2.466666667,0.91207115,6.5,1.9,6.797,0.354333333,46.26666667
1,13.0085,34.3045,8.479682225,80.626,11.966,0.0338,2.8,1730.392157,148.1,9,182.4173516,966.6666667,2.466666667,0.91207115,6.5,1.9,6.797,0.354333333,46.26666667
2,10.3277,34.0321,9.118680682,149.422,14.88,0.1828,2,1730.392157,148.1,9,182.4173516,966.6666667,2.466666667,0.91207115,6.5,1.9,6.797,0.354333333,46.26666667
1,11.958,34.2289,8.669654739,90.034,13.237,0.032,2.5,1730.392157,148.1,9,182.4173516,966.6666667,2.466666667,0.91207115,6.5,1.9,6.797,0.354333333,46.26666667
1,10.4337,33.9354,10.12035394,73.108,7.471,1.19,3.6,1730.392157,148.1,9,182.4173516,966.6666667,2.466666667,0.91207115,6.5,1.9,6.797,0.354333333,46.26666667
1,9.4762,33.8522,9.170491367,110.446,13.33,0.0324,3,1730.392157,148.1,9,182.4173516,966.6666667,2.466666667,0.91207115,6.5,1.9,6.797,0.354333333,46.26666667
1,11.9656,34.245,8.669654739,91.756,12.555,0.01826,3.3,1730.392157,148.1,9,182.4173516,966.6666667,2.466666667,0.91207115,6.5,1.9,6.797,0.354333333,46.26666667
1,12.5611,34.263,7.809883167,102.228,12.152,0.128,3.5,1730.392157,148.1,9,182.4173516,966.6666667,2.466666667,0.91207115,6.5,1.9,6.797,0.354333333,46.26666667
2,13.0347,34.3449,8.50102327,131.936,13.981,0.0884,1.3,1730.392157,148.1,9,182.4173516,966.6666667,2.466666667,0.91207115,6.5,1.9,6.797,0.354333333,46.26666667
2,12.9588,34.367,7.084186058,74.354,9.951,0.0886,3.2,1730.392157,148.1,9,182.4173516,966.6666667,2.466666667,0.91207115,6.5,1.9,6.797,0.354333333,46.26666667
1,12.9009,34.3602,8.846593322,148.918,15.345,0.0318,3,1730.392157,148.1,9,182.4173516,966.6666667,2.466666667,0.91207115,6.5,1.9,6.797,0.354333333,46.26666667
1,13.0071,34.3538,7.706212151,143.864,14.415,0.0422,2.6,1730.392157,148.1,9,182.4173516,966.6666667,2.466666667,0.91207115,6.5,1.9,6.797,0.354333333,46.26666667
1,11.3277,33.9613,8.876897482,104.202,11.501,0.0884,2.5,1694.47619,225.2728571,377.9857143,4876.070015,7389.444444,2.317944921,0.949877231,8.737063913,2.425879742,6.661255342,0.161203981,218.3033112
1,12.191,34.1596,8.756005882,89.922,10.571,0.1282,2.8,1694.47619,225.2728571,377.9857143,4876.070015,7389.444444,2.317944921,0.949877231,8.737063913,2.425879742,6.661255342,0.161203981,218.3033112
1,11.2636,33.8797,8.876897482,93.324,11.842,0.1122,2.7,1694.47619,225.2728571,377.9857143,4876.070015,7389.444444,2.317944921,0.949877231,8.737063913,2.425879742,6.661255342,0.161203981,218.3033112
1,10.341,33.7566,9.222302053,106.988,8.463,0.021,3.1,1694.47619,225.2728571,377.9857143,4876.070015,7389.444444,2.317944921,0.949877231,8.737063913,2.425879742,6.661255342,0.161203981,218.3033112
3,8.3445,33.1577,9.947651653,1094.31,16.182,0.428,0.8,1694.47619,225.2728571,377.9857143,4876.070015,7389.444444,2.317944921,0.949877231,8.737063913,2.425879742,6.661255342,0.161203981,218.3033112
2,8.3539,33.2912,9.86130051,109.48,5.704,0.0566,1.8,1694.47619,225.2728571,377.9857143,4876.070015,7389.444444,2.317944921,0.949877231,8.737063913,2.425879742,6.661255342,0.161203981,218.3033112
1,6.7576,32.8075,10.86297377,71.806,3.193,2.77,2.4,1694.47619,225.2728571,377.9857143,4876.070015,7389.444444,2.317944921,0.949877231,8.737063913,2.425879742,6.661255342,0.161203981,218.3033112
2,6.6642,32.7618,11.53651268,374.094,3.007,2.89,2.8,1694.47619,225.2728571,377.9857143,4876.070015,7389.444444,2.317944921,0.949877231,8.737063913,2.425879742,6.661255342,0.161203981,218.3033112
3,6.642,32.7141,11.50197222,473.802,4.774,3.31,1.8,1694.47619,225.2728571,377.9857143,4876.070015,7389.444444,2.317944921,0.949877231,8.737063913,2.425879742,6.661255342,0.161203981,218.3033112
2,6.7865,32.7555,11.48470199,98.084,3.348,5.42,2.2,1694.47619,225.2728571,377.9857143,4876.070015,7389.444444,2.317944921,0.949877231,8.737063913,2.425879742,6.661255342,0.161203981,218.3033112
2,5.6297,32.3102,10.60392034,93.45,2.666,6.288,2.1,1694.47619,58.82,203,536.6575342,2000,0.4,0.997687861,3.5,0.4,2.4,0.013,2
1,6.2531,32.6604,11.07021651,35.238,4.743,4.38,2.4,1694.47619,58.82,203,536.6575342,2000,0.4,0.997687861,3.5,0.4,2.4,0.013,2
2,6.0878,32.5805,11.27644336,53.634,4.712,3.9,2.1,1694.47619,58.82,203,536.6575342,2000,0.4,0.997687861,3.5,0.4,2.4,0.013,2
1,5.9138,32.5077,10.56937988,81.984,4.464,3.384,2.6,1694.47619,58.82,203,536.6575342,2000,0.4,0.997687861,3.5,0.4,2.4,0.013,2
1,6.1999,32.6377,10.72481194,77.952,4.402,1.74,2.6,1694.47619,58.82,203,536.6575342,2000,0.4,0.997687861,3.5,0.4,2.4,0.013,2
1,6.2027,32.5926,11.07021651,70.14,4.092,1.398,3.2,1694.47619,58.82,203,536.6575342,2000,0.4,0.997687861,3.5,0.4,2.4,0.013,2
2,8.2682,33.2173,9.930381424,261.548,4.309,2.13,2.6,1694.47619,58.82,203,536.6575342,2000,0.4,0.997687861,3.5,0.4,2.4,0.013,2
2,8.6186,33.3438,9.61951731,343.448,4.96,0.912,3.3,1694.47619,58.82,203,536.6575342,2000,0.4,0.997687861,3.5,0.4,2.4,0.013,2
2,5.6683,32.0457,10.60392034,92.54,1.24,1.584,2.2,1694.47619,58.82,203,536.6575342,2000,0.4,0.997687861,3.5,0.4,2.4,0.013,2
1,5.5908,32.1632,10.50029897,160.468,1.333,4.224,2.4,1694.47619,58.82,203,536.6575342,2000,0.4,0.997687861,3.5,0.4,2.4,0.013,2
2,5.578,32.1636,9.999462338,112.574,0.589,4.476,2.1,1694.47619,58.82,203,536.6575342,2000,0.4,0.997687861,3.5,0.4,2.4,0.013,2
2,5.7177,32.1789,10.01673257,197.89,0.31,2.748,2.1,1694.47619,58.82,203,536.6575342,2000,0.4,0.997687861,3.5,0.4,2.4,0.013,2
2,5.568,32.2812,10.7593524,102.676,0.186,6.972,2.1,1694.47619,58.82,203,536.6575342,2000,0.4,0.997687861,3.5,0.4,2.4,0.013,2
2,5.5651,32.2772,10.24124554,84.672,0.62,1.464,2.1,1694.47619,58.82,203,536.6575342,2000,0.4,0.997687861,3.5,0.4,2.4,0.013,2
2,5.5887,32.299,9.671327996,112.602,1.178,4.08,2.1,1694.47619,58.82,203,536.6575342,2000,0.4,0.997687861,3.5,0.4,2.4,0.013,2
1,9.2957,33.527,9.515895939,69.706,5.58,1.182,2.4,1694.47619,225.2728571,377.9857143,4876.070015,7389.444444,2.317944921,0.949877231,8.737063913,2.425879742,6.661255342,0.161203981,218.3033112
2,6.4446,32.6386,10.81116308,192.248,4.309,1.464,2.2,1694.47619,225.2728571,377.9857143,4876.070015,7389.444444,2.317944921,0.949877231,8.737063913,2.425879742,6.661255342,0.161203981,218.3033112
1,6.7354,32.385,9.515895939,13.006,3.844,0.1456,4.1,1694.47619,225.2728571,377.9857143,4876.070015,7389.444444,2.317944921,0.949877231,8.737063913,2.425879742,6.661255342,0.161203981,218.3033112
2,6.6327,31.9698,9.947651653,12.46,3.441,0.3852,1.9,1694.47619,225.2728571,377.9857143,4876.070015,7389.444444,2.317944921,0.949877231,8.737063913,2.425879742,6.661255342,0.161203981,218.3033112
1,6.5635,32.3441,10.44848828,10.122,2.945,0.53,3.6,1694.47619,225.2728571,377.9857143,4876.070015,7389.444444,2.317944921,0.949877231,8.737063913,2.425879742,6.661255342,0.161203981,218.3033112
1,6.8924,32.2162,10.0340028,7.14,3.379,2.394,2.3,1694.47619,225.2728571,377.9857143,4876.070015,7389.444444,2.317944921,0.949877231,8.737063913,2.425879742,6.661255342,0.161203981,218.3033112
1,6.7392,32.404,9.464085253,32.802,2.325,2.202,3.7,1694.47619,225.2728571,377.9857143,4876.070015,7389.444444,2.317944921,0.949877231,8.737063913,2.425879742,6.661255342,0.161203981,218.3033112
2,6.9422,32.5252,8.548763139,39.97,3.224,2.106,3.8,1694.47619,225.2728571,377.9857143,4876.070015,7389.444444,2.317944921,0.949877231,8.737063913,2.425879742,6.661255342,0.161203981,218.3033112
1,7.0035,32.7605,9.757679138,12.404,2.821,2.166,4,1694.47619,225.2728571,377.9857143,4876.070015,7389.444444,2.317944921,0.949877231,8.737063913,2.425879742,6.661255342,0.161203981,218.3033112
1,10.4982,33.9224,9.412274567,92.19,13.299,0.398,4.8,1694.47619,225.2728571,377.9857143,4876.070015,7389.444444,2.317944921,0.949877231,8.737063913,2.425879742,6.661255342,0.161203981,218.3033112
1,12.0674,34.3077,8.963248625,86.016,14.105,0.0478,6.8,1694.47619,225.2728571,377.9857143,4876.070015,7389.444444,2.317944921,0.949877231,8.737063913,2.425879742,6.661255342,0.161203981,218.3033112
