년,시도,시군,일별처리량,"소재지
(도로명 주소 및 지번주소 병기)",시설용량(톤/일)(A),유입BOD(mg/L)평균,방류BOD(mg/L)평균,"평균
처리효율
(%)",유입COD(mg/L)평균,방류COD(mg/L)평균,유입SS(mg/L)평균,방류SS(mg/L)평균,유입T-N(mg/L)평균,방류T-N(mg/L)평균,유입T-P(mg/L)평균,방류T-P(mg/L)평균,유입대장균군수(개/mL)평균,방류대장균군수(개/mL)평균
2015,부산,기장군,416.0,부산 기장군 장안 장안산단 1로 89(반룡리 860),1000,246.6,6.4,0.9740470397404704,134.6,9.3,75.8,2.2,76.43,7.392,10.285,0.28600000000000003,68792.0,379.0
2015,부산,부산시,67.67123287671232,부산 기장군 장안읍 명례산단 1로 5(기룡리 1139-7),1600,100.3,4.6,0.9541375872382852,145.0,7.6,145.0,4.2,38.9,10.3,6.0,1.1,589000.0,12.0
2015,울산,울주군,57882.19178082192,울산시 울주군 청량면 상개로 14(상남리 3-1),85000,76.19561643835611,0.9915068493150676,0.9869873505109416,106.25698630136988,21.53013698630138,85.45917808219178,2.594520547945205,21.284139726027398,8.98780273972602,2.190602739726027,0.14141095890410962,16238.356164383562,586.7397260273972
2015,경남,의령군,426.0986301369863,의령군 부림면 한지20길 39-44(부림면 신반리 959),900,1212.6,1.9,0.9984331189180272,670.0,5.0,815.0,1.2,111.384,4.843999999999999,13.81,0.049,138641.0,127.0
2015,경남,거창군,170.15068493150685,경남 거창군 거창읍 심소정길 185(양평리 290-1),1300,138.5,1.5,0.9891696750902528,134.5,7.1,371.4,2.9,34.79,8.5,4.211,0.1,69114.0,6.0
2015,경남,고성군,754.5205479452055,고성군 고성읍 월평로 163(율대리 149-1),1000,1662.6,3.1,0.998135450499218,591.4,23.7,326.5,2.4,345.45,12.681,13.152000000000001,0.866,16887250.0,291.0
2015,경남,김해시,327.0712328767123,김해시 진영읍 서부로 179번길 57(죽곡리 2-1),600,104.1,5.0,0.951969260326609,71.9,9.0,47.7,5.0,38.05,13.562000000000001,4.077,0.196,3345.0,179.0
2015,경남,김해시,54.24657534246575,김해시 한림면 김해대로916번길 140(병동리 562),300,87.5,5.0,0.9428571428571428,74.3,14.6,152.0,5.5,67.873,12.908,6.189,0.226,0.0,247.0
2015,경남,김해시,126.413698630137,김해시 주촌면 서부로 1637번길 324( 덕암리 795),270,107.1,4.2,0.9607843137254902,125.7,9.2,106.4,4.7,29.092,13.225,3.225,0.209,2837.0,302.0
2015,경남,사천시,2454.794520547945,사천시 사남면 외국기업로 230(방지리 202),5700,110.4,0.5879166666666666,0.9946746678743962,58.2,4.755555555555556,97.2,0.5491898148148148,29.27886990740741,6.172449074074074,4.04095324074074,0.02884537037037037,30475.0,13.590277777777775
2015,경남,사천시,35.61643835616439,사천시 송포공단길 86(송포동 1539-3),150,587.0,4.83,0.991771720613288,221.74,14.02,79.39,7.78,38.89,6.4,4.5,0.78,0.0,898.75
2015,경남,산청군,31.0,산청군 금서면 친환경로 2436(매촌리 1329),50,0.9,0.78,0.1333333333333333,1.56,1.21,0.92,0.38,1.319,1.4080000000000001,0.018000000000000002,0.013999999999999999,0.0,0.0
2015,경남,양산시,7709.589041095891,경남 양산시 충렬로 111(교동 90),13000,303.5,1.3,0.9957166392092256,243.1,11.9,169.9,2.2,36.05,10.360999999999999,6.04,0.043,11426.0,2.0
2015,경남,양산시,1895.890410958904,경남 양산시 어곡로 50(어곡동 870-5),10000,381.4,5.2,0.9863660199265862,261.2,10.9,175.1,2.6,24.309,7.144,5.587000000000001,0.013999999999999999,213708.0,210.0
2015,경남,진주시,115.29041095890409,경남 진주시 사봉면 산업단지로 44번길 80(사곡리 1822),1000,138.4,2.6,0.98121387283237,69.8,5.6,136.5,1.8,48.888000000000005,9.715,5.455,0.068,42800.0,0.0
2015,경남,진주시,536.986301369863,진주시 정촌면 산단중앙로 70(예하리 1242),2250,198.2,2.0,0.989909182643794,146.0,5.6,218.0,1.344,65.123,6.81,6.922999999999999,0.19699999999999998,49470.0,3.0
2015,경남,진주시,22943.71780821918,"진주시 남강로 1511 (73-1, 초전동)",30000,210.7,3.1,0.9852871381110584,206.0,15.3,286.0,3.3,34.536,9.863,3.016,0.08900000000000001,76615.0,14.0
2015,경남,창녕군,327.9397260273973,경남 창녕군 대합면 용산 유산로 94(합리 1233-4),1200,84.2,1.9,0.9774346793349168,69.2,5.8,129.5,1.9,25.363000000000003,3.59,3.255,0.079,171878.0,30.0
2015,경남,창원시,575.0,창원시 마산합포구 진북면 산단3길 87(신촌리 137번지),2000,146.3,0.7,0.9952153110047848,76.7,4.2,86.1,0.8,46.83,3.812,4.297,0.040999999999999995,58284.0,2.0
2015,경남,통영,1568.1150684931506,통영시 광도면 공단로 902(황리 1610),3000,259.9,1.6,0.9938437860715659,155.7,5.0,243.5,1.1,50.721000000000004,6.065,7.104,0.033,292075.0,30.0
2015,경남,함안군,9027.397260273972,"함안군 칠서면 공단안길110
(대치리 18)",14000,78.4,1.8,0.9770408163265306,140.0,15.3,298.0,1.3,25.171999999999997,8.838,9.146,0.17300000000000001,38845.0,84.0
2015,경남,함안군,730.3369863013697,함안군 군북면 함안산단 7길 68(사도리 산5-5),1700,147.6,1.6,0.9891598915989159,89.4,7.7,165.1,0.8,53.214,9.4,3.2910000000000004,0.055999999999999994,286500.0,277.3
2015,경남,함안군,202.73972602739727,함안군 군북면 오장골길 96(덕대리 500),500,29.1,3.9,0.865979381443299,17.2,7.2,20.3,4.4,6.093,3.997,0.311,0.059000000000000004,6607.0,10.0
2015,경남,함안군,117.8082191780822,함안군 가야읍 광정로 298(광정리 1209),300,270.4,3.2,0.9881656804733728,189.6,13.3,355.0,5.4,45.583999999999996,11.158,5.99,0.2,340916.7,420.75
2015,경남,합천군,162.28767123287668,합천군 율곡면 임북공단길 12-7(임북리 433-1),300,132.53,8.43,0.9363917603561458,129.27,22.24,66.07,8.03,26.8086,9.0382,4.6165,0.3462,5587.0,827.0
2015,경남,합천군,842.3287671232878,합천군 야로면 야로공단길 11(야로리 436-1),3100,45.53,8.2,0.8198989677135955,25.3,18.56,24.93,8.24,5.5684,3.5681,0.7952,0.3558,659.0,30.0
2015,경북,고령군,1147.9452054794522,"경북 고령군 개진면 회천로 338
(경북 고령군 개진면 반운리748)",1650,2.7,1.8,0.33333333333333337,4.2,3.5,12.3,4.0,4.58,4.185,0.11599999999999999,0.046,676.0,79.0
2015,경북,영양군,57.534246575342465,"경북 영양군 일월면 주실1길 57-16
(경북 영양군 일월면 주곡리 576-2)",650,270.0,2.2,0.991851851851852,228.0,8.7,209.1,5.7,30.355999999999998,8.267999999999999,6.647,0.12300000000000001,15983.0,0.0
2015,경북,예천군,232.80273972602743,예천군 예천읍 농공단지길 53,450,346.1,5.6,0.9838197052874892,275.5,22.1,369.6,6.6,21.953000000000003,4.11,2.568,0.18100000000000002,4612.0,64.0
2015,전북,전주시,6.575342465753424,"전주시 완산구 정여립로 655-5
(전주시 완산구 상림동 산188)",230,3721.0,5.5,0.998521902714324,3807.0,12.5,3459.0,5.0,77.0,6.0,10.0,0.0,101942.0,340.0
2015,전북,군산시,16997.75068493151,"군산시 외항로 1350
(비응도동 21)",30000,212.8,2.6,0.987781954887218,221.6,13.1,214.0,2.6,19.281,6.904,7.495,0.705,210066.0,30.0
2015,전북,군산시,216.43835616438355,"군산시 서수면 상장곤윗길 42
(마룡리 93-18)",300,135.9,4.2,0.9690949227373068,119.7,7.8,59.6,1.2,73.725,16.461,4.149,0.11699999999999999,8421.0,66.9
2015,전북,익산시,23228.0,"익산시 금강동 316번지
(익산시 하나로2길 16)",30000,111.1,4.4,0.9603960396039604,104.8,11.4,118.2,4.1,30.553,8.197000000000001,3.2969999999999997,0.079,124783.0,64.0
2015,전북,익산시,184.10958904109592,"익산시황등면석재단지길91-39
(황등면율촌리876)",6000,4.8,2.7,0.4374999999999999,4.2,4.9,398.5,3.6,6.835,4.861000000000001,0.36200000000000004,0.016,152.0,103.0
2015,전북,익산시,169.0,"익산시 왕궁면 광암리 1381번지
(익산시 왕궁면 왕궁농공단지길 67)",250,103.0,4.8,0.9533980582524272,100.3,8.5,123.6,3.8,30.930999999999997,9.252,2.92,0.04,100957.0,30.0
2015,전북,익산시,364.3835616438356,전북 익산시 낭산면 산단구평길 143-46,5500,63.9,2.1,0.9671361502347418,52.3,7.0,56.0,2.2,17.822,4.989,3.793,0.044000000000000004,4087.0,0.0
2015,전북,정읍시,283.5095890410958,"정읍시 신태인읍 석지로 633
(정읍시 신태인읍 신용리 1371번지)",600,172.1,2.3,0.9866356769320164,134.3,7.6,183.2,2.2,31.151999999999997,13.525,10.542,0.094,37246.0,476.0
2015,전북,김제시,279.45205479452056,"김제시 봉황공단 2길 30-18
(월성동 491-11)",450,452.0,9.6,0.9787610619469028,178.6,21.7,308.6,5.3,80.542,13.634,13.392000000000001,1.3430000000000002,15504.2,900.0
2015,전북,완주군,11246.575342465754,"완주군 삼례읍 후상제방길 62
(후정리 184)",27000,168.4,1.0,0.994061757719715,98.7,10.5,231.8,1.6,30.951999999999998,4.622,2.333,0.040999999999999995,198400.0,42.64
2015,전북,부안군,2731.564383561644,부안군 행안면 옥여길 32-14,5100,461.9,2.1,0.9954535613769214,173.8,11.4,303.9,5.4,109.495,19.912,5.696000000000001,0.063,4863.0,40.0
2015,전남,여수,56865.0,여수시 산단중앙로 409,65000,74.6884931506849,1.7630136986301368,0.9763951095509018,103.60273972602732,12.271780821917815,130.79917808219176,4.30931506849315,29.77375890410957,9.562147945205474,2.9100739726027376,0.5015753424657532,1282.876712328767,58.78356164383562
2015,전남,여수,42786.30136986302,여수시 여수산단로 1201,70000,77.5,2.2,0.9716129032258064,108.1,18.2,118.4,4.8,28.361,11.626,3.1210000000000004,0.536,1903.0,108.0
2015,전남,광양시,1676.0,전남 광양시 산업로 125(태인동 1658-1),3200,66.6,6.8,0.8978978978978979,71.4,17.6,196.1,3.2,43.68,8.5,3.69,0.58,56103.0,1.0
2015,전남,여수시,1128.7671232876712,"전남 여수시 율촌면 율촌산단1로 285
(전남 여수시 율촌면 조화리 921번지)",3500,59.3,2.8,0.9527824620573356,72.9,17.7,61.6,0.8,34.68,12.034,2.471,0.133,94751.0,2.0
2015,전남,고흥군,151.0,"고흥군 동강면 청정식품단지길 86
(고흥군 동강면 장덕리 1118-6번지)",400,908.6,2.6,0.9971384547655734,563.8,6.2,388.2,1.8,59.123000000000005,7.729,27.894000000000002,1.766,88042.0,42.5
2015,전남,구례군,158.9041095890411,전남 구례군 간전면 간문리,200,50.0,1.5,0.97,32.7,3.9,53.1,2.6,13.595999999999998,4.196000000000001,1.474,0.179,7833.0,131.0
2015,전남,구례군,369.8630136986301,전남 구례군 용방면 용산로 107-66,500,651.6,7.1,0.9891037446286064,425.9,18.4,425.9,2.1,25.075,6.167000000000001,1.382,0.10099999999999999,64021.0,87.0
2015,전남,나주시,293.1506849315069,나주시 동수농공단지길 89-15,1200,451.2,3.4,0.9924645390070922,317.5,3.7,494.5,1.4,43.9,4.48,14.8,0.08,61372.0,62.2
2015,전남,무안군,63.01369863013698,"전남 무안군 삼향읍 복용길 21-10
(전남 무안군 삼향읍 지산리 888-1)",300,326.1,3.6,0.9889604415823368,164.1,10.1,383.0,3.1,22.575,3.937,8.628,0.76,91906.0,2.0
2015,전남,무안군,287.6712328767124,"전남 무안군 청계면 청계공단길 40-10
(전남 무안군 청계면 청수리 558)",650,365.3,5.9,0.9838488913222008,206.3,15.0,539.3,9.3,40.668,9.919,14.277999999999999,2.199,95027.0,214.0
2015,전남,영광군,19.0,"영광군 대마면 전기차2로 197
(송죽리 1032-2번지)",1800,51.6,5.3,0.8972868217054264,33.5,6.2,38.5,3.2,27.625999999999998,14.634,2.8489999999999998,0.146,52802.0,0.0
2015,전남,영광군,60.0,"영광군 군서면 백수로17길 26-15
(만곡리 815번지)",300,188.6,8.9,0.9528101802757158,107.3,32.5,136.9,9.1,49.13,19.015,5.042,1.8780000000000001,157818.0,8.0
2015,전남,영암군,3172.6027397260273,"영암군 삼호읍 대불로 93
(영암군 삼호읍 용당리 1700)",6500,187.0,1.8,0.990374331550802,79.8,3.6,171.8,2.3,36.707,8.847999999999999,7.504,0.423,44125.0,18.0
2015,전남,영암군,589.0410958904108," 영암군 신북면 갈곡리 37
(영암군 신북면 신북공단로 55)",1300,78.5,0.6,0.9923566878980892,127.0,10.0,82.2,2.3,12.186,9.177999999999999,2.0,0.075,4500.0,120.0
2015,전남,완도군,495.8904109589041,전남 완도군 완도읍 농공단지7길 41,1750,120.8,3.3,0.972682119205298,84.9,7.0,57.5,2.2,39.43,10.511,6.24,0.528,63000.0,87.0
2015,전남,장성,143.01643835616437,장성군 동화면 전자농공단지길 7,300,211.5,1.2,0.9943262411347518,131.2,6.1,245.3,4.8,45.111999999999995,5.332999999999999,5.6,0.276,300000.0,390.0
2015,전남,장흥군,62.158904109589045,전남 장흥군 장흥읍 산단1로 32-33(해당리 650-2),2000,1268.0,1.2,0.9990536277602524,543.0,5.8,341.0,0.5,158.592,7.995,31.163,0.042,11458.0,13.9
2015,전남,함평군,110.0,"전라남도 함평군 학교면 영산로 3731
(전라남도 함평군 학교면 죽정리 85-50)",400,6.5,6.2,0.0461538461538461,63.7,27.1,165.0,9.8,67.9,42.3,4.9,2.6,520.0,56.0
2015,전남,해남군,52.05479452054794,"해남군 옥천면 농공단지길 24-8
(해남군 옥천면 영신리 604-1)",200,10.5,4.2,0.6,18.3,8.7,20.0,4.7,17.68,15.179,2.32,1.443,313.0,21.0
2015,전남,화순군,249.31506849315068,화순군 동면 동농공길 5-1,1200,89.6,3.8,0.9575892857142856,63.5,7.9,83.7,4.0,21.625999999999998,9.722999999999999,3.437,0.115,32840.0,225.0
2015,대구,달서구,36980.821917808214,"대구 달서구 달서대로 232
(대구 달서구 대천동 695)",60000,231.3,0.6,0.9974059662775616,170.4,12.3,116.2,1.0,30.024,8.246,1.469,0.14400000000000002,420983.0,75.0
2015,대구,달성군,1025.0,"대구 달성군 유가면 테크노순환로1길 20
(대구 달성군 유가면 금리 1142-4)",4500,152.7,1.6,0.9895219384413884,145.3,4.0,161.6,2.4,38.36,4.548,4.6,0.026000000000000002,266813.0,70.0
2015,대구,달성군,1241.0958904109586,"대구 달성군 구지면 달성2차서로 67
(대구 달성군 구지면 내리 837-8)",4500,196.6,1.5,0.9923702950152594,129.1,6.4,265.6,1.3,40.742,8.242,7.305,0.037000000000000005,75707.0,131.0
2015,대구,달성군,21020.0,대구시 달성군 논공읍 논공중앙로 13,25000,124.2,0.8,0.9935587761674718,100.1,6.8,126.8,1.2,34.512,6.648,5.377000000000001,0.067,112829.0,0.0
2015,대구,달성군,392.0,대구시 달성군 논공읍 농공공단1길 57,1500,190.4,1.2,0.9936974789915968,75.4,3.2,80.4,2.1,35.258,10.025,3.9760000000000004,0.127,61150.0,2245.0
2015,경북,경주시,89.0,경북 경주시 천북면 화산공단길 247-28                  (경북 경주시 천북면 화산리 1188-3번지),200,226.5,3.9,0.9827814569536424,151.4,17.2,94.3,3.3,58.0,14.8,4.439,0.9,1850.0,191.0
2015,경북,고령군,2968.0,"경북 고령군 쌍림면 쌍림공단길 3
(경북 고령군 쌍림면 고곡리 199-12 )",3500,101.8,3.9,0.9616895874263262,90.9,8.3,55.3,3.258,8.624,3.031,1.159,0.084,66200.0,99.75
2015,경북,고령군,373.39452054794515,"경북 고령군 다산면 다산산단로9
(경북 고령군 다산면 송곡리 1043)",770,96.1,4.5,0.9531737773152966,142.1,5.7,54.0,2.8,26.1,7.016,2.2,0.078,0.0,14.0
2015,경북,고령군,430.9150684931506,"경북 고령군 개진면 개진산단길 39
(경북 고령군 신안리 27번지)",1000,3703.0,3.2,0.9991358358088036,2172.0,34.5,799.7,3.89,153.3,3.89,29.669,0.07,300000.0,51.0
2015,경북,구미시,331.5068493150685,경북 구미시 고아읍 농공단지길 36-28(고아읍 오로리 60-33번지),540,645.0,0.8,0.9987596899224808,338.0,5.9,214.0,5.4,42.589,4.855,6.752999999999999,0.063,1847083.0,0.0
2015,경북,군위군,421.91780821917814,"경북 군위군 군위읍 군위공단길 209일원
(군위군 군위읍 수서리 421-13번지)",1000,3862.5,3.1,0.9991974110032362,2768.4,8.5,777.1,3.6,79.6,9.033999999999999,38.319,0.155,300000.0,30.0
2015,경북,군위군,127.74794520547943,"경북 군위군 효령면 경북대로 2656-8
(군위군 효령면 중구리 17번지)",200,17.4,3.8,0.7816091954022988,20.1,4.8,35.2,1.9,8.39,7.63,0.57,0.34,2950.0,17.0
2015,경북,봉화군,169.8630136986301,경북 봉화군 봉화읍 1농공단지길88(거촌리 733번지) ,350,1319.0,2.49,0.9981122062168308,705.7,12.16,228.5,5.84,81.5,3.74,25.0,0.34,18083.3,613.3
2015,경북,상주시,252.8958904109589,경북 상주시 은척면 성주봉로 63 (남곡리674번지),450,51.1,0.9,0.9823874755381604,47.2,5.1,65.5,4.8,11.205,3.832,1.234,0.13,27814.0,94.0
2015,경북,성주군,386.3013698630137,성주군 성주읍 성주농공단지길 11(성산리 1447-1),650,30.1,8.1,0.7308970099667774,39.8,12.175,24.2,3.468,11.7302,4.99823,0.3278,0.081,0.0,0.0
2015,경북,성주군,871.2328767123288,성주군 월항면 세종대왕자태실로 13(장산리 1555),3000,65.2,8.4,0.8711656441717791,56.3,19.7,63.5,2.4,11.977,4.646,1.163,0.040999999999999995,69500.0,0.0
2015,경북,성주군,480.0,"성주군 성주읍 성주산업단지로1길 46
(성주군 성주읍 예산리 949)",1200,123.6,1.8,0.9854368932038836,86.1,8.4,143.8,2.0,17.1,4.4,2.7,0.024,117312.0,79.0
2015,경북,안동시,1319.0,경북안동시 풍산읍 매곡리,1500,296.1,1.9,0.9935832489023978,214.9,7.1,168.7,1.8,26.64,3.603,5.109,0.057999999999999996,88293.0,39.0
2015,경북,영천시,155.0,영천시 고경면 상리공단길22(상리리 600-13),200,26.6,4.1,0.8458646616541353,51.2,7.3,53.0,6.9,42.745,11.129000000000001,1.405,0.096,0.0,360.0
2015,경북,영천시,1244.0,영천시 동강포길 25-5(도남동 710),2400,72.4,1.4,0.9806629834254144,62.5,6.3,146.9,3.8,26.093000000000004,10.433,3.071,0.588,405100.0,74.0
2015,경북,청도군,222.0,경북 청도군 풍각면 봉기1길 52-11,600,299.27,1.73,0.9942192668827479,136.93,8.72,313.02,2.48,15.110999999999999,2.568,1.7930000000000001,0.025,717583.0,101.0
2015,경북,칠곡군,98.83561643835615,기산면 주산로 1021,400,147.6,0.95,0.9935636856368564,142.81,3.9,56.37,4.26,26.34,15.05,2.62,0.04,657083.0,0.0
2015,경북,포항시,52.0,경북 포항 시북구 동해대로2315번길 14-8,350,246.8,2.6,0.9894651539708266,173.2,15.1,204.9,2.4,35.579,6.975,3.596,1.135,4806500.0,195.0
2015,경북,경산시,82012.0,경북 경산시 경안로 497(대정동 160),100000,162.9,3.7,0.9772866789441376,95.4,9.2,160.1,2.9,39.663000000000004,10.863,4.435,0.11599999999999999,90957.0,216.0
2015,충북,청주시,22515.068493150684,충북 청주시 직지대로 277,31000,99.2,3.2,0.967741935483871,90.0,12.7,82.4,4.4,27.768,9.24,1.91,0.079,213447.0,208.0
2015,대전,대덕구,52013.69863013698,대덕구 문평동로72번길 65(문평동 69-1),60000,113.6,1.6,0.9859154929577464,99.7,14.6,149.4,4.8,31.066999999999997,12.693,2.91,0.115,52163.0,93.0
2015,세종,세종시,1246.5753424657535,세종시 전의면 산단길 214 (신정리 617-1),2000,110.2,1.5,0.9863883847549908,75.9,7.8,143.7,3.4,36.368,15.287,4.334,0.11900000000000001,99975.0,120.0
2015,세종,세종시,456.627397260274,세종시 전의면 소정구길40 (유천리 935),1150,163.7,0.35,0.9978619425778864,77.375,4.825,115.6,2.45,42.82899999999999,6.655,4.0569999999999995,0.711,12837.5,1.47
2015,세종,세종시,265.75342465753425,세종시 연서면 공단로 143 (부동리 150),600,632.8,2.3,0.9963653603034134,222.2,6.5,377.5,5.7,50.8,7.8,4.93,0.15,16.7,1.7
2015,세종,세종시,3009.339726027397,세종시 부강면 금호선말길 74-28,3500,133.5,3.4,0.9745318352059924,93.6,10.2,114.2,5.2,26.436,7.03,3.089,0.07,81152.0,592.0
2015,세종,세종시,181.04109589041096,세종시 전동면 노장공단길 60 (노장리 404-4),800,518.3,5.5,0.9893883851051516,211.0,15.7,92.2,3.8,31.3,6.848,3.7,0.05,771953.0,315.5
2015,충북,청주시,5832.876712328767,흥덕구 오송읍 오송가락로 289(만수리 513),9750,279.6139726027398,2.346219178082194,0.991609077485496,136.7965846966732,5.391226410958903,242.42191780821918,1.7063561643835603,56.06193881820811,3.218188405054185,5.986099565001603,0.06627748696766743,166692.3076923077,37.192307692307686
2015,충북,청주시,34687.128767123286,흥덕구 옥산면 과학산업2로 95,63000,155.4,0.5,0.9967824967824968,104.4,4.7,107.1,0.5,44.601000000000006,14.277999999999999,3.4139999999999997,0.059000000000000004,4193.0,19.0
2015,충북,청주시,5542.465753424657,서원구 현도면 시목외천로 138-18,8000,771.0,0.9,0.9988326848249028,293.3,5.5,238.3,1.2,23.680999999999997,1.8030000000000002,8.566,0.027999999999999997,173654.0,0.0
2015,충북,증평군,1961.6438356164385,충북 증평군 증평읍 삼보로 40-60,2500,41.1,0.41,0.9900243309002432,31.3,5.3,57.8,0.2,30.971999999999998,8.288,0.546,0.048,5551.0,30.0
2015,충북,진천군,8704.0,충북 진천군 광혜원면 .성길 84-26,11000,113.4,3.0,0.9735449735449736,86.4,6.9,129.4,2.1,26.939,8.496,4.762,0.077,125683.0,16.0
2015,충북,진천군,438.18904109589033,충북 진천군 덕산면 신척산단 3로 97,9700,59.55,3.255,0.9453400503778338,74.59893000000001,6.396762,83.47632,1.9029369999999999,38.060159999999996,7.031656,2.731559,0.12717,1166.011679,108.29026299999998
2015,충북,옥천군,7.5454794520547965,옥천군 청산면 인정리 일원,500,56.2,5.72,0.898220640569395,46.1,3.99,13.1,2.37,23.34,5.81,2.0,0.22,589.29,24.0
2015,충남,천안시,32917.923287671234,충남 천안시 서북구 백석공단 1로 9,52000,56.88129045160174,0.2359375000000001,0.9958521071141879,26.70542014992793,5.601917808219182,44.64391974777423,0.984109589041098,20.243344810303224,8.203684931506853,1.7113991070957133,0.03411780821917808,48419.916666666664,14.416666666666664
2015,충남,천안시,2763.9698630136986,충남 천안시 직산읍 신갈리 4산단1길 73,5000,160.7,1.4,0.9912881144990666,115.7,6.1,164.1,1.6,37.671,6.877999999999999,6.096,0.306,150979.0,26.0
2015,충남,천안시,109.58904109589041,동남구 성남면 5산단 3길 78(대화리145-1),2200,86.5,1.1,0.9872832369942196,50.3,4.6,60.8,0.7,30.752,7.916,2.958,0.098,2328.0,35.0
2015,충남,천안시,807.4109589041096,천안시 서북구 성거읍 성거길 218,2500,63.0,2.1,0.9666666666666668,66.9,8.5,81.9,3.4,17.758,10.571,2.605,1.033,28792.0,43.0
2015,충남,천안시,504.1095890410959,동남구 풍세면 풍세산단5로29(용정리983),2500,69.2,1.2,0.9826589595375722,53.8,5.4,66.2,0.3,27.2,8.8,2.2,1.2,67588.0,30.0
2015,충남,공주시,647.6082191780823,탄천면 탄천산업단지길 112-20(덕지리 736),1700,471.4,2.1,0.9955451845566398,272.7,6.2,988.6,2.2,64.58,14.2,8.254,0.113,3000.0,30.0
2015,충남,공주시,272.054794520548,공주시 정안면 정안농공단지길32-16,600,381.16,3.41,0.9910536257739532,174.37,5.43,122.43,4.17,73.17,14.91,2.56,0.14,145871.17,22.9
2015,충남,공주시,301.3698630136986,충남 공주시 공단길 82(검상동 726-3),500,199.0,1.7,0.9914572864321608,94.0,6.6,130.1,7.4,38.9,8.852,4.456,0.201,15100.0,10.0
2015,충남,공주시,32.09041095890411,충남 공주시 정안면 차령로 3514,200,1623.3,5.8,0.9964270313558801,432.6,41.3,256.0,1.8,177.91,51.29600000000001,27.628,13.22,426400.0,66.0
2015,충남,공주시,68.0,.미농공단지길 26-8 (.미동 442),410,985.25,0.775,0.9992133976148184,482.58,4.275,883.025,0.1,125.93,13.258,13.43,0.0178,361917.0,12.0
2015,충남,보령시,712.3287671232878,주교면 관창공단길 95(관창리1226-1번지),1000,84.8,6.2,0.9268867924528302,71.5,7.8,40.8,1.4,24.379,5.815,2.0669999999999997,0.21100000000000002,24752.0,135.0
2015,충남,보령시,76.71232876712328,주포면 관산공단길3(주포면 관산리320-18),350,31.3,3.2,0.8977635782747604,49.6,5.9,22.0,3.0,29.125,3.9989999999999997,1.651,0.527,14477.0,489.0
2015,충남,보령시,3.5616438356164384,청소면  충서로3647-45(청소면 장곡리1173),250,30.8,2.9,0.905844155844156,52.9,6.0,19.7,3.2,23.359,2.7960000000000003,1.8459999999999999,0.5589999999999999,20250.0,837.0
2015,충남,아산시,39367.12328767123,아산시 탕정로 200(명암리 527-10),75000,716.8,0.3,0.9995814732142856,275.7,7.76,97.7,0.99,39.0,7.27,30.9,0.15,3000.0,40.6
2015,충남,아산시,34441.095890410965,아산시 탕정로 200(명암리 527-10),55000,1074.9,0.67,0.9993766862033676,359.4,7.22,27.4,1.06,45.8,8.46,1.1,0.13,3000.0,2.84
2015,충남,아산시,86021.91780821918,아산시 탕정로 200(명암리 527-10),120000,1164.79,0.52,0.9995535675958755,369.8986,7.73,27.4,1.32,47.26,8.97,3.423,0.12,3000.0,6.0
2015,충남,아산시,14605.479452054795,아산시 탕정로 200(명암리 527-10),26350,935.2,0.5,0.9994653550042772,350.4,7.5,6.3,0.9,45.8,8.9,0.5,0.1,3000.0,0.0
2015,충남,아산시,142.19178082191783, 충남 아산시 온천대로 1122번길 16-8,350,193.4,1.4,0.9927611168562565,129.0,18.0,81.5,0.5,42.7,5.306,4.434,0.4,149500.0,3.3
2015,충남,아산시,834.5205479452055,충남 아산시 인주면 인주산단로 23-160,6000,120.9,2.8,0.976840363937138,118.2,4.4,117.3,0.6,28.8,9.1,8.3,0.5,22177.0,107.3
2015,충남,아산시,1969.2328767123288,충남 아산시 둔포면 아산밸리로117,7400,212.2,2.6,0.9877474081055608,94.1,9.6,238.0,3.4,35.008,9.049,5.181,0.7170000000000001,611729.0,0.0
2015,충남,서산시,2417.939726027397,서산시 대산읍 대죽1로 430 (대죽리 12-2),12000,353.4,3.4,0.9903791737408036,361.3,9.5,347.1,2.6,66.0,6.8,3.5,0.3,35102.0,76.33
2015,충남,서산시,469.1232876712329,서산시 성연면 왕정리 558번지(왕정리 558),3000,113.4,3.5,0.9691358024691358,70.4,6.8,110.3,4.5,36.2,6.9,4.02,0.626,65778.26,231.68099999999998
2015,충남,서산시,272.31780821917806,서산시 성연면 신당1로 105,500,576.7,2.55,0.9955782902722388,166.1,9.04,207.5,0.45,51.113,15.44,6.7139999999999995,1.43,290000.0,23.0
2015,충남,서산시,95.89041095890413,서산시 성연면 명천리 579,250,200.4,2.7,0.9865269461077844,108.5,8.0,116.2,4.0,51.526,11.573,6.0,0.972,7103.7,59.9
2015,충남,논산시,252.89041095890408,충남 논산시 은진면 동산산업단지로 123-8,850,274.3,3.7,0.9865111192125409,149.9,10.8,257.1,3.4,43.896,8.897,11.58,0.124,14808.0,205.0
2015,충남,논산시,1022.7945205479452,충남 논산시 성동면 산업단지로2길 51,1600,760.7,4.3,0.9943473116866044,822.4,7.3,391.5,1.8,65.35,4.284,22.649,0.099,4261.0,243.0
2015,충남,당진시,412.48219178082184,합덕읍 합덕산단4로 54 (소소리 637),1000,159.6,2.9,0.9818295739348369,116.7,7.9,90.7,6.5,38.5,14.12,3.9,1.151,123000.0,55.0
